scheduler_mode,repetition,run_type,query,job_id,stage_id,submission_time,completion_time,duration_ms,num_tasks,max_concurrency,overlap_duration_ms
FAIR,12,concurrent,Q1,663,1163,1788179699568,1788179703731,4163,7,7,0.0
FAIR,12,concurrent,Q1,664,1165,1788179703779,1788179703798,19,1,1,0.0
FAIR,12,concurrent,Q1,665,1167,1788179703802,1788179703813,11,1,1,0.0
FAIR,12,concurrent,Q1,666,1170,1788179703829,1788179703836,7,1,1,0.0
FAIR,12,concurrent,Q3,667,1171,1788179706081,1788179706633,552,7,7,0.0
FAIR,12,concurrent,Q3,668,1172,1788179706085,1788179706147,62,1,1,0.0
FAIR,12,concurrent,Q3,669,1173,1788179706177,1788179706543,366,1,1,0.0
FAIR,12,concurrent,Q3,670,1175,1788179706558,1788179706604,46,1,1,0.0
FAIR,12,concurrent,Q3,671,1177,1788179706705,1788179706851,146,17,17,0.0
FAIR,12,concurrent,Q3,672,1178,1788179708841,1788179709139,298,7,7,0.0
FAIR,12,concurrent,Q6,673,1180,1788179709149,1788179709152,3,1,1,0.0
FAIR,12,concurrent,Q12,674,1181,1788179711420,1788179712199,779,1,1,0.0
FAIR,12,concurrent,Q12,675,1182,1788179711429,1788179711983,554,7,7,0.0
FAIR,12,concurrent,Q12,676,1184,1788179712008,1788179712027,19,1,1,0.0
FAIR,12,concurrent,Q12,677,1186,1788179712224,1788179712281,57,14,14,0.0
FAIR,12,concurrent,Q12,678,1189,1788179712307,1788179712315,8,1,1,0.0
FAIR,12,concurrent,Q12,679,1192,1788179712317,1788179712325,8,1,1,0.0
FAIR,12,concurrent,Q12,680,1196,1788179712342,1788179712349,7,1,1,0.0
FAIR,12,concurrent,Q12,681,1197,1788179714354,1788179714442,88,1,1,0.0
FAIR,12,concurrent,Q14,682,1198,1788179714527,1788179714902,375,7,7,0.0
FAIR,12,concurrent,Q14,683,1200,1788179714916,1788179714930,14,1,1,0.0
FAIR,12,concurrent,Q18,684,1201,1788179717430,1788179719044,1614,1,1,0.0
FAIR,12,concurrent,Q18,685,1202,1788179717449,1788179717612,163,1,1,0.0
FAIR,12,concurrent,Q18,686,1203,1788179717451,1788179719607,2156,7,7,0.0
FAIR,12,concurrent,Q18,687,1204,1788179717454,1788179718916,1462,7,7,0.0
FAIR,12,concurrent,Q18,688,1208,1788179719672,1788179721626,1954,17,16,0.0
FAIR,13,concurrent,compaction,689,1209,1788179758387,1788179783157,24770,1,1,0.0
FAIR,13,concurrent,Q1,690,1210,1788179760460,1788179764712,4252,7,7,0.0
FAIR,13,concurrent,Q1,691,1212,1788179764761,1788179764771,10,1,1,0.0
FAIR,13,concurrent,Q1,692,1214,1788179764774,1788179764797,23,1,1,0.0
FAIR,13,concurrent,Q1,693,1217,1788179764811,1788179764820,9,1,1,0.0
FAIR,13,concurrent,Q1,694,1218,1788179766859,1788179767489,630,7,7,0.0
FAIR,13,concurrent,Q1,695,1219,1788179766864,1788179766936,72,1,1,0.0
FAIR,13,concurrent,Q3,696,1220,1788179766977,1788179767384,407,1,1,0.0
FAIR,13,concurrent,Q3,697,1222,1788179767401,1788179767457,56,1,1,0.0
FAIR,13,concurrent,Q3,698,1224,1788179767574,1788179767740,166,17,16,0.0
FAIR,13,concurrent,Q6,699,1225,1788179770126,1788179770469,343,7,7,0.0
FAIR,13,concurrent,Q6,700,1227,1788179770479,1788179770485,6,1,1,0.0
FAIR,13,concurrent,Q6,701,1228,1788179772487,1788179773239,752,1,1,0.0
FAIR,13,concurrent,Q6,702,1229,1788179772510,1788179772995,485,7,7,0.0
FAIR,13,concurrent,Q12,703,1231,1788179773022,1788179773045,23,1,1,0.0
FAIR,13,concurrent,Q12,704,1233,1788179773269,1788179773331,62,14,14,0.0
FAIR,13,concurrent,Q12,705,1236,1788179773348,1788179773356,8,1,1,0.0
FAIR,13,concurrent,Q12,706,1239,1788179773358,1788179773366,8,1,1,0.0
FAIR,13,concurrent,Q12,707,1243,1788179773380,1788179773388,8,1,1,0.0
FAIR,13,concurrent,Q14,708,1244,1788179775806,1788179775900,94,1,1,0.0
FAIR,13,concurrent,Q14,709,1245,1788179775986,1788179776403,417,7,7,0.0
FAIR,13,concurrent,Q14,710,1247,1788179776414,1788179776421,7,1,1,0.0
FAIR,13,concurrent,Q18,711,1248,1788179778598,1788179780422,1824,1,1,0.0
FAIR,13,concurrent,Q18,712,1249,1788179778607,1788179778821,214,1,1,0.0
FAIR,13,concurrent,Q18,713,1250,1788179778616,1788179781179,2563,7,7,0.0
FAIR,13,concurrent,Q18,714,1251,1788179778622,1788179780311,1689,7,7,0.0
FAIR,13,concurrent,Q18,715,1255,1788179781272,1788179783008,1736,17,16,0.0
FAIR,13,baseline,Q1,716,1256,1788179818970,1788179822564,3594,7,7,0.0
FAIR,13,baseline,Q1,717,1258,1788179822610,1788179822619,9,1,1,0.0
FAIR,13,baseline,Q1,718,1260,1788179822621,1788179822632,11,1,1,0.0
FAIR,13,baseline,Q1,719,1263,1788179822647,1788179822657,10,1,1,0.0
FAIR,13,baseline,Q1,720,1264,1788179824471,1788179825050,579,7,7,0.0
FAIR,13,baseline,Q1,721,1265,1788179824475,1788179824546,71,1,1,0.0
FAIR,13,baseline,Q1,722,1266,1788179824580,1788179824943,363,1,1,0.0
FAIR,13,baseline,Q3,723,1268,1788179824958,1788179825023,65,1,1,0.0
FAIR,13,baseline,Q3,724,1270,1788179825142,1788179825316,174,17,17,0.0
FAIR,13,baseline,Q6,725,1271,1788179827406,1788179827728,322,7,7,0.0
FAIR,13,baseline,Q6,726,1273,1788179827738,1788179827742,4,1,1,0.0
FAIR,13,baseline,Q6,727,1274,1788179829597,1788179830207,610,1,1,0.0
FAIR,13,baseline,Q6,728,1275,1788179829603,1788179829973,370,7,7,0.0
FAIR,13,baseline,Q12,729,1277,1788179829987,1788179830004,17,1,1,0.0
FAIR,13,baseline,Q12,730,1279,1788179830231,1788179830292,61,14,14,0.0
FAIR,13,baseline,Q12,731,1282,1788179830309,1788179830315,6,1,1,0.0
FAIR,13,baseline,Q12,732,1285,1788179830317,1788179830328,11,1,1,0.0
FAIR,13,baseline,Q12,733,1289,1788179830347,1788179830354,7,1,1,0.0
FAIR,13,baseline,Q14,734,1290,1788179832487,1788179832566,79,1,1,0.0
FAIR,13,baseline,Q14,735,1291,1788179832647,1788179832942,295,7,7,0.0
FAIR,13,baseline,Q14,736,1293,1788179832954,1788179832959,5,1,1,0.0
FAIR,13,baseline,Q14,737,1294,1788179834979,1788179836676,1697,1,1,0.0
FAIR,13,baseline,Q14,738,1295,1788179834983,1788179835285,302,1,1,0.0
FAIR,13,baseline,Q14,739,1296,1788179834994,1788179837256,2262,7,7,0.0
FAIR,13,baseline,Q14,740,1297,1788179835001,1788179836617,1616,7,7,0.0
FAIR,13,baseline,Q18,741,1301,1788179837363,1788179839392,2029,17,17,0.0
FAIR,14,baseline,Q1,742,1302,1788179877521,1788179881236,3715,7,7,0.0
FAIR,14,baseline,Q1,743,1304,1788179881265,1788179881281,16,1,1,0.0
FAIR,14,baseline,Q1,744,1306,1788179881283,1788179881295,12,1,1,0.0
FAIR,14,baseline,Q1,745,1309,1788179881309,1788179881317,8,1,1,0.0
FAIR,14,baseline,Q1,746,1310,1788179883211,1788179883674,463,7,7,0.0
FAIR,14,baseline,Q1,747,1311,1788179883215,1788179883265,50,1,1,0.0
FAIR,14,baseline,Q1,748,1312,1788179883291,1788179883563,272,1,1,0.0
FAIR,14,baseline,Q3,749,1314,1788179883574,1788179883611,37,1,1,0.0
FAIR,14,baseline,Q3,750,1316,1788179883698,1788179883795,97,17,17,0.0
FAIR,14,baseline,Q3,751,1317,1788179885166,1788179885395,229,7,7,0.0
FAIR,14,baseline,Q3,752,1319,1788179885402,1788179885405,3,1,1,0.0
FAIR,14,baseline,Q6,753,1320,1788179886835,1788179887366,531,1,1,0.0
FAIR,14,baseline,Q6,754,1321,1788179886839,1788179887190,351,7,7,0.0
FAIR,14,baseline,Q6,755,1323,1788179887200,1788179887213,13,1,1,0.0
FAIR,14,baseline,Q6,756,1325,1788179887381,1788179887418,37,14,14,0.0
FAIR,14,baseline,Q6,757,1328,1788179887431,1788179887437,6,1,1,0.0
FAIR,14,baseline,Q6,758,1331,1788179887438,1788179887444,6,1,1,0.0
FAIR,14,baseline,Q12,759,1335,1788179887454,1788179887459,5,1,1,0.0
FAIR,14,baseline,Q12,760,1336,1788179889067,1788179889124,57,1,1,0.0
FAIR,14,baseline,Q12,761,1337,1788179889182,1788179889389,207,7,7,0.0
FAIR,14,baseline,Q12,762,1339,1788179889397,1788179889400,3,1,1,0.0
FAIR,14,baseline,Q14,763,1340,1788179890780,1788179891851,1071,1,1,0.0
FAIR,14,baseline,Q14,764,1341,1788179890785,1788179890893,108,1,1,0.0
FAIR,14,baseline,Q14,765,1342,1788179890787,1788179892175,1388,7,7,0.0
FAIR,14,baseline,Q14,766,1343,1788179890790,1788179891664,874,7,7,0.0
FAIR,14,baseline,Q18,767,1347,1788179892217,1788179893455,1238,17,17,0.0
FAIR,14,concurrent,compaction,768,1348,1788179923192,1788179942449,19257,1,1,0.0
FAIR,14,concurrent,Q1,769,1349,1788179924926,1788179927946,3020,7,7,0.0
FAIR,14,concurrent,Q1,770,1351,1788179927980,1788179927989,9,1,1,0.0
FAIR,14,concurrent,Q1,771,1353,1788179927990,1788179928005,15,1,1,0.0
FAIR,14,concurrent,Q1,772,1356,1788179928017,1788179928023,6,1,1,0.0
FAIR,14,concurrent,Q1,773,1357,1788179929632,1788179930178,546,7,7,0.0
FAIR,14,concurrent,Q1,774,1358,1788179929636,1788179929686,50,1,1,0.0
FAIR,14,concurrent,Q1,775,1359,1788179929711,1788179929998,287,1,1,0.0
FAIR,14,concurrent,Q1,776,1361,1788179930010,1788179930050,40,1,1,0.0
FAIR,14,concurrent,Q3,777,1363,1788179930212,1788179930353,141,17,17,0.0
FAIR,14,concurrent,Q3,778,1364,1788179931916,1788179932472,556,7,7,0.0
FAIR,14,concurrent,Q6,779,1366,1788179932482,1788179932485,3,1,1,0.0
FAIR,14,concurrent,Q6,780,1367,1788179934107,1788179934610,503,1,1,0.0
FAIR,14,concurrent,Q6,781,1368,1788179934111,1788179934445,334,7,7,0.0
FAIR,14,concurrent,Q6,782,1370,1788179934455,1788179934469,14,1,1,0.0
FAIR,14,concurrent,Q12,783,1372,1788179934630,1788179934676,46,14,14,0.0
FAIR,14,concurrent,Q12,784,1375,1788179934693,1788179934698,5,1,1,0.0
FAIR,14,concurrent,Q12,785,1378,1788179934700,1788179934707,7,1,1,0.0
FAIR,14,concurrent,Q12,786,1382,1788179934722,1788179934727,5,1,1,0.0
FAIR,14,concurrent,Q12,787,1383,1788179936289,1788179936357,68,1,1,0.0
FAIR,14,concurrent,Q12,788,1384,1788179936432,1788179936790,358,7,7,0.0
FAIR,14,concurrent,Q14,789,1386,1788179936798,1788179936801,3,1,1,0.0
FAIR,14,concurrent,Q14,790,1387,1788179938756,1788179938895,139,1,1,0.0
FAIR,14,concurrent,Q14,791,1388,1788179938759,1788179940040,1281,1,1,0.0
FAIR,14,concurrent,Q14,792,1389,1788179938779,1788179940447,1668,7,7,0.0
FAIR,14,concurrent,Q14,793,1390,1788179938784,1788179939796,1012,7,7,0.0
FAIR,14,concurrent,Q18,794,1394,1788179940531,1788179941846,1315,17,16,0.0
FAIR,15,concurrent,compaction,795,1395,1788179970960,1788179990333,19373,1,1,0.0
FAIR,15,concurrent,Q1,796,1396,1788179972593,1788179975823,3230,7,7,0.0
FAIR,15,concurrent,Q1,797,1398,1788179975857,1788179975866,9,1,1,0.0
FAIR,15,concurrent,Q1,798,1400,1788179975868,1788179975883,15,1,1,0.0
FAIR,15,concurrent,Q1,799,1403,1788179975894,1788179975901,7,1,1,0.0
FAIR,15,concurrent,Q1,800,1404,1788179977540,1788179978057,517,7,7,0.0
FAIR,15,concurrent,Q1,801,1405,1788179977544,1788179977597,53,1,1,0.0
FAIR,15,concurrent,Q1,802,1406,1788179977627,1788179977931,304,1,1,0.0
FAIR,15,concurrent,Q1,803,1408,1788179977946,1788179978003,57,1,1,0.0
FAIR,15,concurrent,Q3,804,1410,1788179978100,1788179978243,143,17,16,0.0
FAIR,15,concurrent,Q3,805,1411,1788179980024,1788179980302,278,7,7,0.0
FAIR,15,concurrent,Q6,806,1413,1788179980311,1788179980314,3,1,1,0.0
FAIR,15,concurrent,Q6,807,1414,1788179981931,1788179982487,556,1,1,0.0
FAIR,15,concurrent,Q6,808,1415,1788179981936,1788179982248,312,7,7,0.0
FAIR,15,concurrent,Q6,809,1417,1788179982259,1788179982272,13,1,1,0.0
FAIR,15,concurrent,Q12,810,1419,1788179982503,1788179982560,57,14,14,0.0
FAIR,15,concurrent,Q12,811,1422,1788179982575,1788179982582,7,1,1,0.0
FAIR,15,concurrent,Q12,812,1425,1788179982584,1788179982592,8,1,1,0.0
FAIR,15,concurrent,Q12,813,1429,1788179982601,1788179982606,5,1,1,0.0
FAIR,15,concurrent,Q12,814,1430,1788179984167,1788179984236,69,1,1,0.0
FAIR,15,concurrent,Q12,815,1431,1788179984351,1788179984651,300,7,7,0.0
FAIR,15,concurrent,Q14,816,1433,1788179984659,1788179984663,4,1,1,0.0
FAIR,15,concurrent,Q14,817,1434,1788179986706,1788179987980,1274,1,1,0.0
FAIR,15,concurrent,Q14,818,1435,1788179986713,1788179986842,129,1,1,0.0
FAIR,15,concurrent,Q18,819,1436,1788179986714,1788179988450,1736,7,7,0.0
FAIR,15,concurrent,Q18,820,1437,1788179986717,1788179987828,1111,7,7,0.0
FAIR,15,concurrent,Q18,821,1441,1788179988510,1788179989866,1356,17,16,0.0
FAIR,15,baseline,Q1,822,1442,1788180020454,1788180022992,2538,7,7,0.0
FAIR,15,baseline,Q1,823,1444,1788180023025,1788180023046,21,1,1,0.0
FAIR,15,baseline,Q1,824,1446,1788180023047,1788180023059,12,1,1,0.0
FAIR,15,baseline,Q1,825,1449,1788180023077,1788180023084,7,1,1,0.0
FAIR,15,baseline,Q1,826,1450,1788180024692,1788180025121,429,7,7,0.0
FAIR,15,baseline,Q1,827,1451,1788180024696,1788180024741,45,1,1,0.0
FAIR,15,baseline,Q1,828,1452,1788180024774,1788180025049,275,1,1,0.0
FAIR,15,baseline,Q1,829,1454,1788180025060,1788180025101,41,1,1,0.0
FAIR,15,baseline,Q3,830,1456,1788180025177,1788180025270,93,17,17,0.0
FAIR,15,baseline,Q3,831,1457,1788180026710,1788180026950,240,7,7,0.0
FAIR,15,baseline,Q3,832,1459,1788180026957,1788180026960,3,1,1,0.0
FAIR,15,baseline,Q6,833,1460,1788180028435,1788180029227,792,1,1,0.0
FAIR,15,baseline,Q6,834,1461,1788180028440,1788180029207,767,7,7,0.0
FAIR,15,baseline,Q12,835,1463,1788180029217,1788180029231,14,1,1,0.0
FAIR,15,baseline,Q12,836,1465,1788180029256,1788180029296,40,14,14,0.0
FAIR,15,baseline,Q12,837,1468,1788180029310,1788180029317,7,1,1,0.0
FAIR,15,baseline,Q12,838,1471,1788180029318,1788180029325,7,1,1,0.0
FAIR,15,baseline,Q12,839,1475,1788180029339,1788180029344,5,1,1,0.0
FAIR,15,baseline,Q12,840,1476,1788180030786,1788180030843,57,1,1,0.0
FAIR,15,baseline,Q12,841,1477,1788180030906,1788180031113,207,7,7,0.0
FAIR,15,baseline,Q12,842,1479,1788180031121,1788180031124,3,1,1,0.0
FAIR,15,baseline,Q14,843,1480,1788180032606,1788180033804,1198,1,1,0.0
FAIR,15,baseline,Q14,844,1481,1788180032624,1788180032749,125,1,1,0.0
FAIR,15,baseline,Q14,845,1482,1788180032625,1788180034104,1479,7,7,0.0
FAIR,15,baseline,Q14,846,1483,1788180032628,1788180033573,945,7,7,0.0
FAIR,15,baseline,Q18,847,1487,1788180034150,1788180035506,1356,17,17,0.0
FAIR,16,baseline,Q1,848,1488,1788180064835,1788180067907,3072,7,7,0.0
FAIR,16,baseline,Q1,849,1490,1788180067941,1788180067957,16,1,1,0.0
FAIR,16,baseline,Q1,850,1492,1788180067959,1788180067970,11,1,1,0.0
FAIR,16,baseline,Q1,851,1495,1788180067984,1788180067993,9,1,1,0.0
FAIR,16,baseline,Q1,852,1496,1788180069443,1788180069956,513,7,7,0.0
FAIR,16,baseline,Q1,853,1497,1788180069447,1788180069509,62,1,1,0.0
FAIR,16,baseline,Q1,854,1498,1788180069536,1788180069783,247,1,1,0.0
FAIR,16,baseline,Q1,855,1500,1788180069794,1788180069882,88,1,1,0.0
FAIR,16,baseline,Q1,856,1502,1788180069992,1788180070154,162,17,17,0.0
FAIR,16,baseline,Q3,857,1503,1788180071608,1788180071886,278,7,7,0.0
FAIR,16,baseline,Q3,858,1505,1788180071894,1788180071907,13,1,1,0.0
FAIR,16,baseline,Q6,859,1506,1788180073526,1788180074114,588,1,1,0.0
FAIR,16,baseline,Q6,860,1507,1788180073531,1788180073860,329,7,7,0.0
FAIR,16,baseline,Q6,861,1509,1788180073873,1788180073912,39,1,1,0.0
FAIR,16,baseline,Q12,862,1511,1788180074132,1788180074190,58,14,14,0.0
FAIR,16,baseline,Q12,863,1514,1788180074227,1788180074235,8,1,1,0.0
FAIR,16,baseline,Q12,864,1517,1788180074237,1788180074245,8,1,1,0.0
FAIR,16,baseline,Q12,865,1521,1788180074259,1788180074265,6,1,1,0.0
FAIR,16,baseline,Q12,866,1522,1788180075756,1788180075857,101,1,1,0.0
FAIR,16,baseline,Q12,867,1523,1788180075947,1788180076165,218,7,7,0.0
FAIR,16,baseline,Q12,868,1525,1788180076174,1788180076189,15,1,1,0.0
FAIR,16,baseline,Q14,869,1526,1788180077731,1788180079181,1450,1,1,0.0
FAIR,16,baseline,Q14,870,1527,1788180077735,1788180077925,190,1,1,0.0
FAIR,16,baseline,Q14,871,1528,1788180077741,1788180079738,1997,7,7,0.0
FAIR,16,baseline,Q14,872,1529,1788180077746,1788180079114,1368,7,7,0.0
FAIR,16,baseline,Q18,873,1533,1788180079781,1788180081094,1313,17,17,0.0
FAIR,16,concurrent,compaction,874,1534,1788180110020,1788180130701,20681,1,1,0.0
FAIR,16,concurrent,Q1,875,1535,1788180111919,1788180115316,3397,7,7,0.0
FAIR,16,concurrent,Q1,876,1537,1788180115379,1788180115389,10,1,1,0.0
FAIR,16,concurrent,Q1,877,1539,1788180115391,1788180115402,11,1,1,0.0
FAIR,16,concurrent,Q1,878,1542,1788180115418,1788180115431,13,1,1,0.0
FAIR,16,concurrent,Q1,879,1543,1788180117053,1788180117679,626,7,7,0.0
FAIR,16,concurrent,Q1,880,1544,1788180117057,1788180117119,62,1,1,0.0
FAIR,16,concurrent,Q1,881,1545,1788180117177,1788180117499,322,1,1,0.0
FAIR,16,concurrent,Q3,882,1547,1788180117512,1788180117579,67,1,1,0.0
FAIR,16,concurrent,Q3,883,1549,1788180117739,1788180117887,148,17,16,0.0
FAIR,16,concurrent,Q3,884,1550,1788180119751,1788180120024,273,7,7,0.0
FAIR,16,concurrent,Q6,885,1552,1788180120032,1788180120037,5,1,1,0.0
FAIR,16,concurrent,Q6,886,1553,1788180121637,1788180122171,534,1,1,0.0
FAIR,16,concurrent,Q6,887,1554,1788180121641,1788180121975,334,7,7,0.0
FAIR,16,concurrent,Q6,888,1556,1788180121985,1788180121998,13,1,1,0.0
FAIR,16,concurrent,Q12,889,1558,1788180122200,1788180122267,67,14,14,0.0
FAIR,16,concurrent,Q12,890,1561,1788180122305,1788180122313,8,1,1,0.0
FAIR,16,concurrent,Q12,891,1564,1788180122315,1788180122323,8,1,1,0.0
FAIR,16,concurrent,Q12,892,1568,1788180122340,1788180122347,7,1,1,0.0
FAIR,16,concurrent,Q12,893,1569,1788180124039,1788180124192,153,1,1,0.0
FAIR,16,concurrent,Q12,894,1570,1788180124263,1788180124670,407,7,7,0.0
FAIR,16,concurrent,Q14,895,1572,1788180124682,1788180124687,5,1,1,0.0
FAIR,16,concurrent,Q14,896,1573,1788180126431,1788180127839,1408,1,1,0.0
FAIR,16,concurrent,Q14,897,1574,1788180126435,1788180126702,267,1,1,0.0
FAIR,16,concurrent,Q14,898,1575,1788180126443,1788180128337,1894,7,7,0.0
FAIR,16,concurrent,Q14,899,1576,1788180126446,1788180127705,1259,7,7,0.0
FAIR,16,concurrent,Q18,900,1580,1788180128391,1788180130017,1626,17,16,0.0
FAIR,17,concurrent,compaction,901,1581,1788180159583,1788180179061,19478,1,1,0.0
FAIR,17,concurrent,Q1,902,1582,1788180161243,1788180164251,3008,7,7,0.0
FAIR,17,concurrent,Q1,903,1584,1788180164292,1788180164312,20,1,1,0.0
FAIR,17,concurrent,Q1,904,1586,1788180164314,1788180164324,10,1,1,0.0
FAIR,17,concurrent,Q1,905,1589,1788180164336,1788180164342,6,1,1,0.0
FAIR,17,concurrent,Q1,906,1590,1788180165940,1788180166486,546,7,7,0.0
FAIR,17,concurrent,Q1,907,1591,1788180165944,1788180165997,53,1,1,0.0
FAIR,17,concurrent,Q1,908,1592,1788180166077,1788180166385,308,1,1,0.0
FAIR,17,concurrent,Q3,909,1594,1788180166398,1788180166447,49,1,1,0.0
FAIR,17,concurrent,Q3,910,1596,1788180166518,1788180166640,122,17,17,0.0
FAIR,17,concurrent,Q3,911,1597,1788180168492,1788180168776,284,7,7,0.0
FAIR,17,concurrent,Q6,912,1599,1788180168784,1788180168787,3,1,1,0.0
FAIR,17,concurrent,Q6,913,1600,1788180170396,1788180170933,537,1,1,0.0
FAIR,17,concurrent,Q6,914,1601,1788180170401,1788180170739,338,7,7,0.0
FAIR,17,concurrent,Q6,915,1603,1788180170749,1788180170763,14,1,1,0.0
FAIR,17,concurrent,Q12,916,1605,1788180170951,1788180171004,53,14,14,0.0
FAIR,17,concurrent,Q12,917,1608,1788180171020,1788180171025,5,1,1,0.0
FAIR,17,concurrent,Q12,918,1611,1788180171026,1788180171033,7,1,1,0.0
FAIR,17,concurrent,Q12,919,1615,1788180171045,1788180171049,4,1,1,0.0
FAIR,17,concurrent,Q12,920,1616,1788180172593,1788180172666,73,1,1,0.0
FAIR,17,concurrent,Q12,921,1617,1788180172730,1788180173033,303,7,7,0.0
FAIR,17,concurrent,Q12,922,1619,1788180173041,1788180173055,14,1,1,0.0
FAIR,17,concurrent,Q14,923,1620,1788180175072,1788180176395,1323,1,1,0.0
FAIR,17,concurrent,Q14,924,1621,1788180175076,1788180175248,172,1,1,0.0
FAIR,17,concurrent,Q14,925,1622,1788180175082,1788180176803,1721,7,7,0.0
FAIR,17,concurrent,Q14,926,1623,1788180175085,1788180176185,1100,7,7,0.0
FAIR,17,concurrent,Q18,927,1627,1788180176907,1788180178360,1453,17,16,0.0
FAIR,17,baseline,Q1,928,1628,1788180208627,1788180211391,2764,7,7,0.0
FAIR,17,baseline,Q1,929,1630,1788180211420,1788180211433,13,1,1,0.0
FAIR,17,baseline,Q1,930,1632,1788180211435,1788180211445,10,1,1,0.0
FAIR,17,baseline,Q1,931,1635,1788180211458,1788180211464,6,1,1,0.0
FAIR,17,baseline,Q1,932,1636,1788180212969,1788180213402,433,7,7,0.0
FAIR,17,baseline,Q1,933,1637,1788180212973,1788180213022,49,1,1,0.0
FAIR,17,baseline,Q1,934,1638,1788180213048,1788180213338,290,1,1,0.0
FAIR,17,baseline,Q1,935,1640,1788180213351,1788180213392,41,1,1,0.0
FAIR,17,baseline,Q1,936,1642,1788180213465,1788180213557,92,17,17,0.0
FAIR,17,baseline,Q3,937,1643,1788180214985,1788180215242,257,7,7,0.0
FAIR,17,baseline,Q3,938,1645,1788180215249,1788180215253,4,1,1,0.0
FAIR,17,baseline,Q6,939,1646,1788180216938,1788180217453,515,1,1,0.0
FAIR,17,baseline,Q6,940,1647,1788180216942,1788180217269,327,7,7,0.0
FAIR,17,baseline,Q6,941,1649,1788180217281,1788180217295,14,1,1,0.0
FAIR,17,baseline,Q12,942,1651,1788180217472,1788180217510,38,14,14,0.0
FAIR,17,baseline,Q12,943,1654,1788180217523,1788180217529,6,1,1,0.0
FAIR,17,baseline,Q12,944,1657,1788180217530,1788180217537,7,1,1,0.0
FAIR,17,baseline,Q12,945,1661,1788180217551,1788180217556,5,1,1,0.0
FAIR,17,baseline,Q12,946,1662,1788180218989,1788180219048,59,1,1,0.0
FAIR,17,baseline,Q12,947,1663,1788180219190,1788180219415,225,7,7,0.0
FAIR,17,baseline,Q12,948,1665,1788180219424,1788180219427,3,1,1,0.0
FAIR,17,baseline,Q14,949,1666,1788180220910,1788180222154,1244,1,1,0.0
FAIR,17,baseline,Q14,950,1667,1788180220921,1788180221102,181,1,1,0.0
FAIR,17,baseline,Q14,951,1668,1788180220923,1788180222683,1760,7,7,0.0
FAIR,17,baseline,Q14,952,1669,1788180220925,1788180221987,1062,7,7,0.0
FAIR,17,baseline,Q18,953,1673,1788180222731,1788180224070,1339,17,17,0.0
FAIR,18,baseline,Q1,954,1674,1788180252331,1788180254770,2439,7,7,0.0
FAIR,18,baseline,Q1,955,1676,1788180254794,1788180254806,12,1,1,0.0
FAIR,18,baseline,Q1,956,1678,1788180254807,1788180254817,10,1,1,0.0
FAIR,18,baseline,Q1,957,1681,1788180254827,1788180254833,6,1,1,0.0
FAIR,18,baseline,Q1,958,1682,1788180256527,1788180256940,413,7,7,0.0
FAIR,18,baseline,Q1,959,1683,1788180256530,1788180256572,42,1,1,0.0
FAIR,18,baseline,Q1,960,1684,1788180256596,1788180256830,234,1,1,0.0
FAIR,18,baseline,Q1,961,1686,1788180256842,1788180256878,36,1,1,0.0
FAIR,18,baseline,Q3,962,1688,1788180256959,1788180257051,92,17,17,0.0
FAIR,18,baseline,Q3,963,1689,1788180258398,1788180258653,255,7,7,0.0
FAIR,18,baseline,Q3,964,1691,1788180258660,1788180258670,10,1,1,0.0
FAIR,18,baseline,Q6,965,1692,1788180260057,1788180260518,461,1,1,0.0
FAIR,18,baseline,Q6,966,1693,1788180260060,1788180260342,282,7,7,0.0
FAIR,18,baseline,Q6,967,1695,1788180260351,1788180260363,12,1,1,0.0
FAIR,18,baseline,Q6,968,1697,1788180260542,1788180260592,50,14,14,0.0
FAIR,18,baseline,Q6,969,1700,1788180260609,1788180260615,6,1,1,0.0
FAIR,18,baseline,Q6,970,1703,1788180260616,1788180260623,7,1,1,0.0
FAIR,18,baseline,Q6,971,1707,1788180260635,1788180260640,5,1,1,0.0
FAIR,18,baseline,Q12,972,1708,1788180262164,1788180262218,54,1,1,0.0
FAIR,18,baseline,Q12,973,1709,1788180262277,1788180262508,231,7,7,0.0
FAIR,18,baseline,Q12,974,1711,1788180262516,1788180262525,9,1,1,0.0
FAIR,18,baseline,Q14,975,1712,1788180263946,1788180265109,1163,1,1,0.0
FAIR,18,baseline,Q14,976,1713,1788180263951,1788180264063,112,1,1,0.0
FAIR,18,baseline,Q14,977,1714,1788180263952,1788180265451,1499,7,7,0.0
FAIR,18,baseline,Q14,978,1715,1788180263955,1788180264891,936,7,7,0.0
FAIR,18,baseline,Q18,979,1719,1788180265492,1788180266700,1208,17,17,0.0
FAIR,18,concurrent,compaction,980,1720,1788180294310,1788180312861,18551,1,1,0.0
FAIR,18,concurrent,Q1,981,1721,1788180296051,1788180299051,3000,7,7,0.0
FAIR,18,concurrent,Q1,982,1723,1788180299087,1788180299097,10,1,1,0.0
FAIR,18,concurrent,Q1,983,1725,1788180299098,1788180299108,10,1,1,0.0
FAIR,18,concurrent,Q1,984,1728,1788180299121,1788180299129,8,1,1,0.0
FAIR,18,concurrent,Q1,985,1729,1788180300619,1788180301114,495,7,7,0.0
FAIR,18,concurrent,Q1,986,1730,1788180300624,1788180300674,50,1,1,0.0
FAIR,18,concurrent,Q1,987,1731,1788180300698,1788180301020,322,1,1,0.0
FAIR,18,concurrent,Q1,988,1733,1788180301033,1788180301078,45,1,1,0.0
